indice_sueno_salud_mental,indice_actividad_corporal,indice_habitos_saludables,indice_contexto_socioambiental,indice_carga_clinica,valor_real,valor_predicho,residuo
0.1271,-0.587,-0.1109,-0.6607,0.4271,34.9002,37.5332,-2.633
1.47,0.8894,0.7393,0.5421,0.4271,84.0471,83.4252,0.6219
0.4541,-0.7388,-0.1538,0.4744,0.4271,41.197,46.8895,-5.6925
-1.1596,0.9994,0.2081,-0.1382,0.4271,44.6116,47.6734,-3.0618
0.3757,0.8545,0.5636,0.3414,0.4271,72.0515,68.5611,3.4905
-0.1098,0.727,-0.7628,0.5246,0.4271,55.8703,52.995,2.8753
0.7387,-0.1593,-0.0273,0.5829,0.4271,62.2924,58.1831,4.1093
-1.8744,-0.3105,-0.0482,-0.8412,-0.8474,1.9933,3.2859,-1.2926
1.0159,0.4795,0.5001,1.1162,0.4271,73.8913,76.1013,-2.21
-0.038,0.9994,-0.5846,0.4278,0.4271,61.681,57.5259,4.1551
-0.0895,-0.1958,-0.1557,0.2993,0.4271,41.8372,45.9396,-4.1023
-0.4116,0.0323,-0.6217,-0.6905,0.4271,36.0504,34.5889,1.4615
0.9003,0.1527,-0.7457,0.6274,0.4271,57.6561,58.2049,-0.5488
0.2967,-0.2782,0.5867,0.8872,0.4271,58.264,58.9491,-0.6851
-1.3378,-0.7,0.3355,-0.6253,0.4271,26.5574,24.2488,2.3085
-0.5579,-1.5154,-0.5646,-0.5861,-2.3842,-10.222,-16.6164,6.3944
0.4528,-1.0805,0.5221,-0.3377,-0.8474,28.0866,27.448,0.6387
1.3389,0.0447,0.4536,1.0412,0.4271,72.1019,73.7934,-1.6915
0.4453,-0.7274,-0.2319,0.3241,-2.3842,9.9888,11.8792,-1.8904
0.5152,-0.5465,0.8009,0.0746,0.4271,52.5438,54.2729,-1.7291
-0.6098,-1.2396,0.6129,0.218,-2.3842,0.1856,0.5773,-0.3917
0.1921,0.3524,0.0089,-0.4841,0.4271,55.2962,50.9426,4.3536
-1.5357,-0.0494,0.6951,0.0771,-2.3842,-6.8364,3.6945,-10.5308
-1.585,-0.9937,-0.3284,-0.1163,0.4271,15.2068,16.7277,-1.5208
1.5697,1.4017,0.6699,1.1213,0.4271,93.9777,93.7457,0.2321
-0.6154,-0.9551,-0.2084,-0.2944,0.4271,29.9677,27.2347,2.733
0.2489,-0.4905,0.5398,-0.2189,0.4271,41.7248,48.0005,-6.2757
-0.5292,0.2183,0.5156,0.0083,0.4271,53.7236,49.0272,4.6965
0.1617,0.9861,0.2237,0.7666,0.4271,61.8989,68.0885,-6.1896
-0.7387,-0.0903,-0.228,0.6388,0.4271,47.8213,41.9745,5.8468
-0.3559,-0.4004,1.0835,-0.411,0.4271,44.2145,45.3819,-1.1674
-0.6438,-1.1345,0.6061,0.1927,0.4271,38.7905,34.5656,4.2249
0.5963,0.9127,0.4039,0.3971,0.4271,70.8981,70.7369,0.1612
0.1845,0.9242,0.495,-0.3926,0.4271,56.6527,61.6667,-5.014
-0.2643,-0.4031,-0.2421,0.1801,0.4271,43.7761,40.242,3.5341
-1.5336,-0.6588,-1.4272,-0.1903,0.4271,9.5015,12.0769,-2.5754
-0.3797,-0.9184,-1.2085,-0.5594,-0.8474,16.5887,5.4951,11.0936
0.844,1.1284,-0.4658,0.1379,0.4271,64.386,67.3243,-2.9383
0.9475,0.3413,-0.1375,0.2765,0.4271,55.3633,63.0722,-7.7089
-1.1881,-0.7548,0.5192,0.2221,-0.8474,20.1025,17.3974,2.7051
-1.3149,-0.4121,1.0182,0.2672,0.4271,41.4217,39.1877,2.234
0.0413,0.1616,0.123,0.0531,0.4271,52.5375,51.7929,0.7446
0.1051,0.8645,0.0819,-0.3524,0.4271,51.1911,57.2458,-6.0547
-0.2917,0.4829,0.1488,0.3903,0.4271,51.9894,54.3806,-2.3912
-0.7273,0.0234,-0.5025,0.6456,0.4271,52.6406,41.3106,11.33
-0.7323,-1.0836,0.5464,0.3807,-2.3842,-0.342,1.6376,-1.9797
0.1455,0.965,0.7829,-1.3876,0.4271,63.3316,57.0062,6.3254
0.9527,1.8018,0.3083,0.3561,0.4271,77.3063,83.5341,-6.2278
-0.4385,-0.0441,-0.8402,-0.1334,0.4271,28.9142,35.6319,-6.7177
-1.5618,0.1794,-0.0623,-0.3473,0.4271,26.682,30.6093,-3.9274
0.3272,-0.6797,0.0331,0.0656,0.4271,38.826,44.7919,-5.9659
1.4783,1.5459,-0.1943,0.5384,0.4271,72.1754,83.6877,-11.5122
-1.6169,0.2269,0.4724,-0.1483,0.4271,37.8148,36.0498,1.765
-0.0152,0.6753,-0.0956,0.1196,0.4271,54.9234,55.7444,-0.821
-0.4975,-1.081,-0.1188,0.2231,-2.3842,2.0603,-2.03,4.0903
-0.332,-0.7186,0.0338,-0.599,-2.3842,-2.2246,-0.7222,-1.5024
1.3148,0.129,0.4575,-0.9404,0.4271,62.2525,60.7379,1.5146
-0.825,-0.9782,0.6147,0.3877,-2.3842,-1.3543,2.4051,-3.7594
-0.6043,-0.7305,-0.905,-0.7135,-0.8474,6.9336,6.4658,0.4678
-0.6414,-0.4034,0.0212,-0.3581,0.4271,34.726,34.4844,0.2417
-1.5745,-1.2143,-0.184,-0.8068,-2.3842,-29.4478,-22.7283,-6.7195
-0.6098,-0.1509,0.4605,0.0225,0.4271,51.3577,43.6881,7.6696
0.3091,-0.3562,0.1677,-0.7223,-0.8474,34.1369,28.6535,5.4835
1.1038,1.5235,0.5386,-0.1421,0.4271,69.0522,80.3312,-11.279
-1.2297,-0.3255,0.4543,0.0401,-2.3842,-3.3453,1.7585,-5.1038
0.7555,-0.0202,-1.0114,0.7245,0.4271,54.2112,53.3407,0.8704
0.0646,-0.1685,0.7634,0.349,0.4271,48.726,55.3139,-6.588
1.0658,1.4781,0.48,0.4512,0.4271,74.2911,83.0868,-8.7957
-1.0683,-0.9378,0.0736,0.1336,0.4271,29.3461,27.7215,1.6247
-0.3083,0.3151,-0.0422,-0.7482,0.4271,45.9188,42.9329,2.9859
-1.4571,-0.8921,-1.7865,-0.7038,0.4271,4.218,3.9395,0.2784
0.6788,-0.2683,0.145,0.1554,0.4271,47.8973,54.6697,-6.7724
-0.1971,0.7642,0.167,0.2077,0.4271,63.0051,57.4289,5.5763
-0.4094,-0.3111,-0.5363,0.2371,0.4271,47.0073,37.855,9.1523
0.7067,0.9159,-0.2609,0.7712,0.4271,68.0995,69.4419,-1.3424
0.7674,0.2633,0.386,0.1203,0.4271,66.2022,63.2072,2.995
-0.1141,0.1216,0.6839,0.3928,0.4271,61.4429,56.3544,5.0886
0.5304,0.4594,0.3377,-0.0259,0.4271,64.7838,61.4843,3.2996
0.3542,0.9676,0.5997,-0.0259,0.4271,66.3465,67.3268,-0.9803
-1.5581,-1.3484,0.4952,-0.5784,0.4271,14.6469,16.1522,-1.5053
-1.54,-0.4032,0.5225,-0.6341,0.4271,31.741,26.797,4.9439
0.1461,-0.1164,-0.7623,-0.7217,0.4271,31.2938,37.5932,-6.2994
-0.4908,-1.2862,-0.3848,-0.8181,-2.3842,-10.6792,-13.5492,2.87
-1.5548,-1.6793,-0.9953,-0.9633,-2.3842,-36.8042,-35.075,-1.7292
-0.0776,0.9724,-0.0391,0.03,0.4271,65.7585,58.229,7.5296
-0.5603,0.6568,0.7478,0.0023,0.4271,61.5841,55.3695,6.2146
-0.6592,0.9371,-1.0725,0.6036,0.4271,59.8373,47.6367,12.2006
0.0062,1.0013,-0.0415,-0.6998,0.4271,46.6793,54.3601,-7.6808
-0.3771,0.1259,-1.8202,0.4867,0.4271,38.9528,34.9722,3.9806
-1.7564,-1.0282,-1.2915,-0.3953,-0.8474,-8.6645,-9.9869,1.3224
0.0992,-0.6963,-0.0677,0.1455,0.4271,38.8092,41.9423,-3.1331
-0.0006,-1.3975,0.0393,-0.0791,-0.8474,18.876,17.1084,1.7675
0.2492,0.6336,0.7659,-0.2146,0.4271,58.3024,62.4136,-4.1112
1.2382,0.3446,0.57,0.8551,0.4271,76.5436,75.6882,0.8554
-0.482,-0.2812,-0.4845,-0.235,0.4271,33.7706,34.5303,-0.7597
0.1454,-0.4728,-0.1906,0.4561,0.4271,41.3721,46.1629,-4.7908
0.3723,-0.2143,-1.1669,-0.1028,0.4271,42.7741,40.1055,2.6686
-0.1809,0.1862,-1.154,-0.0087,0.4271,38.2499,39.4343,-1.1844
0.632,-0.1323,0.3835,0.3564,0.4271,53.1946,58.9282,-5.7336
0.8329,-0.1027,0.8936,0.3065,0.4271,72.265,64.9923,7.2727
1.2372,1.1803,0.2846,1.0702,0.4271,80.2439,84.3737,-4.1298
0.4519,0.476,0.4402,-0.1228,0.4271,68.763,60.9454,7.8176
0.5107,2.691,0.3865,-0.131,0.4271,78.6651,86.0123,-7.3472
-1.3857,0.0763,0.1074,-0.8568,0.4271,35.5599,29.0996,6.4603
-0.8698,0.0183,-0.1474,0.6434,-0.8474,22.7626,27.3022,-4.5396
1.1695,1.0057,0.1689,1.1902,0.4271,85.7118,81.6289,4.0828
-1.8208,-0.3741,0.3186,-0.9454,0.4271,16.3427,20.3841,-4.0414
0.4848,-0.2652,0.2887,0.7558,0.4271,56.038,57.9048,-1.8668
-0.4433,-0.9812,0.2361,0.3486,-0.8474,18.1966,21.5335,-3.337
1.0467,0.7095,0.7102,1.0047,0.4271,86.2412,79.8577,6.3835
0.845,1.066,0.092,-0.5036,0.4271,60.6248,66.465,-5.8402
-0.4814,-0.726,0.503,-0.5606,-2.3842,-3.4074,1.4698,-4.8771
-0.2609,0.4996,0.0793,0.1149,0.4271,45.9279,52.4492,-6.5212
1.2919,0.3377,0.2757,-0.1489,0.4271,65.4014,66.9431,-1.5418
0.6865,0.0681,0.3344,0.3771,-0.8474,50.2677,46.3922,3.8755
0.9154,1.0136,0.585,-0.0723,0.4271,73.5956,73.4207,0.1749
-0.4731,0.4121,0.1384,0.1117,0.4271,55.4513,49.6239,5.8274
-0.0842,0.2372,-0.1017,-0.174,0.4271,44.7503,47.9918,-3.2415
-1.1337,-0.0554,-0.4249,-0.0935,-0.8474,7.5829,16.3894,-8.8065
-0.5834,-0.0733,-0.5974,-0.4183,-2.3842,-6.6143,0.2407,-6.855
1.2482,1.331,0.612,-0.0753,0.4271,79.4416,80.7434,-1.3018
0.2713,-0.2217,0.1691,0.531,0.4271,50.754,53.6237,-2.8697
0.7872,0.7833,0.4812,0.0748,0.4271,60.7721,69.6816,-8.9096
0.9861,0.7031,0.9247,0.1305,0.4271,74.9727,74.7106,0.2621
-0.5344,0.6774,-0.7,0.2345,0.4271,47.3548,46.3542,1.0006
0.4614,-0.6227,0.1558,1.1098,0.4271,59.7672,55.0721,4.6951
0.2462,0.2822,0.2441,0.5658,0.4271,63.6963,59.8397,3.8567
-0.432,0.8058,-0.1732,0.0101,0.4271,56.0985,51.3883,4.7103
0.7244,0.3309,-0.9978,-0.3967,0.4271,53.4628,49.2664,4.1965
0.7889,1.4652,-0.8275,1.0961,0.4271,73.2727,74.399,-1.1262
-0.8538,-0.9472,0.2577,-0.4373,0.4271,21.4563,27.3631,-5.9068
0.324,0.0797,0.1053,-0.2331,0.4271,46.3943,51.7758,-5.3815
0.6501,0.6325,0.7225,-0.4143,0.4271,67.5113,64.974,2.5373
-0.3838,0.635,-0.1698,0.4326,0.4271,52.2951,52.9466,-0.6515
-0.0703,-0.3886,-0.1808,0.0451,-2.3842,6.0998,8.6181,-2.5183
1.4168,0.8268,-0.1276,0.2238,0.4271,75.5077,73.2685,2.2392
-0.0418,-0.9948,-1.3092,0.4264,0.4271,25.7174,29.4749,-3.7575
1.5064,1.3097,0.2765,0.6931,0.4271,86.9342,86.029,0.9052
-0.7384,-0.6892,0.0378,0.039,0.4271,32.0078,33.1188,-1.1111
0.1616,0.5818,0.3547,0.211,0.4271,55.8452,60.687,-4.8418
-1.6812,-0.592,-0.5607,-0.315,-2.3842,-15.6457,-16.354,0.7083
0.3075,1.4567,0.2378,-0.1635,0.4271,69.4845,68.586,0.8985
-0.7428,-0.9588,-0.4942,0.0825,0.4271,29.9436,26.2496,3.694
-1.4348,-0.8288,0.8171,-0.7789,0.4271,21.8082,24.3985,-2.5903
-0.6925,-0.1464,-0.0137,0.2999,0.4271,40.8181,41.1318,-0.3137
-0.0959,0.596,-0.359,-0.1182,0.4271,47.5809,50.3088,-2.7279
0.7822,1.3252,0.2568,-0.0422,0.4271,71.7593,73.1815,-1.4222
0.9299,-1.1837,0.5041,-0.2504,-2.3842,18.0479,13.61,4.4379
-0.6238,0.7332,-0.2922,0.3277,0.4271,55.313,49.8094,5.5036
0.7063,-0.1494,1.0007,-0.0036,0.4271,67.8613,61.7796,6.0817
0.9371,-0.8093,-0.1116,0.0944,-2.3842,21.5979,15.5553,6.0426
1.2605,0.6359,0.7932,0.0876,0.4271,75.1334,75.5845,-0.4511
0.9325,0.1633,-0.2214,0.2582,0.4271,62.4343,60.1356,2.2987
-0.1652,-0.424,-1.1198,-1.0901,0.4271,29.8175,25.4879,4.3297
-0.762,-1.0716,-0.9372,-0.7233,0.4271,18.2456,15.7653,2.4804
0.327,0.0099,-0.1855,1.0998,0.4271,61.5304,58.0508,3.4795
0.1566,0.0097,0.002,0.672,0.4271,54.9433,54.6908,0.2525
-0.7879,-0.3188,-0.1649,0.8029,0.4271,47.0666,40.5037,6.5628
-0.0088,-0.1871,-1.2958,-0.3464,0.4271,41.6092,33.6426,7.9665
1.1629,0.8966,0.5242,0.3044,0.4271,69.1454,76.9081,-7.7627
1.099,1.3532,0.6424,-0.2117,0.4271,81.2043,78.6808,2.5235
0.8295,0.0064,0.7094,-0.0718,0.4271,60.0586,62.1352,-2.0766
-0.7918,0.1352,0.3844,-0.146,0.4271,41.8748,43.1977,-1.3229
-0.5184,-0.9517,-0.7427,-0.8682,0.4271,30.4296,20.2137,10.2159
-0.2312,-1.1317,-0.0853,-0.3109,0.4271,32.0828,30.1977,1.8851
-1.7102,-0.7118,0.1534,0.1463,0.4271,18.3701,24.0883,-5.7182
0.3998,0.5509,-0.1689,0.0376,0.4271,63.3376,57.6588,5.6787
0.0197,-0.7462,-0.1828,0.2658,-2.3842,-1.1228,7.0805,-8.2033
-0.256,0.0771,-0.2152,0.602,0.4271,50.4938,48.8713,1.6225
-0.6115,-1.0384,0.2184,-0.0964,-2.3842,8.9911,-2.3988,11.3899
1.5218,1.1968,0.0029,1.0633,0.4271,80.7324,85.393,-4.6607
-1.2528,-0.496,0.9736,-0.0979,-2.3842,-2.3957,2.63,-5.0257
-0.7638,-0.9318,-0.705,0.1801,0.4271,18.6535,25.3848,-6.7313
-0.2733,-0.6417,0.5615,-0.2858,0.4271,52.0712,40.4081,11.6631
-0.3777,0.2313,-1.5729,-0.0798,0.4271,38.4839,34.116,4.3679
-1.5405,0.1488,-0.4637,-0.2667,0.4271,29.5858,27.965,1.6207
-1.4979,-1.1755,-0.0339,-0.8415,-2.3842,-18.5159,-20.5584,2.0425
0.9821,0.7453,0.1535,-0.1115,0.4271,68.8047,67.5279,1.2768
0.4666,-0.6441,0.0584,0.3162,0.4271,43.9414,48.6221,-4.6807
-0.4963,-0.1537,-0.035,-0.6914,0.4271,33.4514,36.0962,-2.6448
0.0778,-1.1717,-0.3718,-0.018,-2.3842,5.7707,-0.5089,6.2796
0.1091,0.4321,0.2351,-0.0149,0.4271,55.9751,55.9506,0.0245
-1.7819,-1.2774,-0.4999,0.2873,-2.3842,-17.0524,-20.4861,3.4337
-1.5373,-1.378,-1.3412,-0.0482,-2.3842,-20.9159,-27.8012,6.8852
-0.6687,-0.7768,0.056,0.6448,0.4271,45.5559,37.2316,8.3243
-0.524,-1.0393,0.3773,0.1963,0.4271,31.6321,35.1843,-3.5523
-0.6978,0.101,-0.5785,0.2603,-2.3842,-2.0919,5.8369,-7.9288
-1.3471,-0.0006,0.4785,0.4294,0.4271,38.3431,40.4452,-2.1021
-1.5116,-1.009,0.0511,-0.3203,0.4271,8.5571,18.8439,-10.2868
-0.2141,-0.5651,0.5095,-0.6052,0.4271,36.9601,39.2838,-2.3237
-0.3507,-0.3052,-0.0049,0.0299,0.4271,41.0115,41.1987,-0.1872
1.4797,0.4625,0.56,0.9247,0.4271,72.779,80.0079,-7.2289
-0.2224,-0.6693,-0.9351,0.3981,0.4271,31.6948,33.8819,-2.187
0.1084,0.9844,0.8562,0.3307,0.4271,78.6468,69.3343,9.3125
-1.2288,-1.0409,-0.7942,-0.7089,-1.1097,-9.6959,-5.9475,-3.7484
1.7615,-0.1649,0.8668,0.3185,-2.3842,35.4636,40.7195,-5.2559
-0.3386,-1.0759,0.4431,-0.4907,-0.8474,19.2264,17.3485,1.8778
-0.2599,-0.4439,-1.5118,0.5018,0.4271,24.9401,32.2992,-7.3591
0.6764,-0.1208,0.3658,-0.1305,0.4271,56.8884,56.0125,0.8759
-0.3337,-0.1787,-0.2042,0.1951,0.4271,46.5597,42.4187,4.1411
0.3891,0.9582,0.537,0.2541,0.4271,70.5892,69.0592,1.53
0.174,0.7805,0.8206,0.9444,0.4271,76.665,71.7366,4.9284
-0.7105,-0.9482,0.1262,0.9171,0.4271,31.5464,37.2889,-5.7425
0.1058,0.7511,-0.4332,-0.0063,0.4271,57.701,54.4209,3.28
-0.1131,-1.138,0.239,-0.266,-2.3842,-0.6753,0.7999,-1.4752
0.71,0.6134,0.224,-0.1953,0.4271,65.1192,63.0888,2.0303
-0.6282,-0.4319,-0.6486,-0.4418,0.4271,35.2371,28.5703,6.6668
1.6523,0.8152,0.5891,-0.2883,0.4271,79.9803,77.615,2.3653
0.9168,0.5123,-0.0633,0.8684,0.4271,64.3616,69.3503,-4.9887
1.4257,0.366,0.7457,0.5716,0.4271,76.7582,77.3177,-0.5596
0.5118,-0.1892,0.1953,0.342,0.4271,57.5845,55.4535,2.131
0.4177,0.8569,0.3292,-0.2097,0.4271,59.8054,63.4037,-3.5983
-0.4574,0.016,0.4977,-0.0559,0.4271,57.462,46.9383,10.5237
0.2807,0.5101,0.1228,-0.7735,0.4271,48.2945,52.5293,-4.2348
-1.1274,-0.6913,-1.1624,-0.9234,0.4271,4.6197,13.0042,-8.3845
0.8044,0.8514,0.0769,0.2529,0.4271,71.8782,68.7593,3.1188
-0.7196,-0.7188,-0.9077,-0.2809,0.4271,14.3242,23.4899,-9.1656
-0.5997,-0.0077,-0.948,1.1226,0.4271,48.1718,42.2161,5.9557
1.0849,0.4889,0.3525,0.4368,0.4271,63.195,71.0871,-7.892
-0.3143,-0.9621,-0.1628,-0.065,-2.3842,-3.6092,-1.0712,-2.538
0.7909,1.3744,-0.2306,0.2301,0.4271,67.5659,71.9705,-4.4047
-1.7825,-1.3217,-0.1311,-0.5363,0.4271,9.2267,9.5213,-0.2946
-0.4448,0.2805,-0.0043,-0.2146,0.4271,53.2156,45.0826,8.133
-0.4447,0.1836,-0.6963,0.1188,0.4271,35.096,40.9866,-5.8906
-0.6312,-0.1859,0.0013,0.1323,0.4271,41.3629,40.2947,1.0682
-1.5109,-0.688,-0.9136,0.5142,-2.3842,-17.7196,-12.5595,-5.1601
-0.3437,-0.7981,0.5726,0.1519,-2.3842,5.7957,7.6229,-1.8272
-0.6449,-0.657,-1.0876,0.2773,0.4271,26.5555,27.4802,-0.9247
0.1454,0.2202,0.2941,0.1915,0.4271,60.088,55.8461,4.2419
-0.2097,-0.5598,-0.6542,-0.1508,0.4271,38.034,33.5961,4.4379
-0.3611,0.755,0.1651,0.1565,0.4271,52.7493,55.196,-2.4466
0.4525,1.1432,0.8794,-0.1393,0.4271,69.4121,71.7183,-2.3062
-0.6347,-0.2486,0.9711,0.1235,-1.1097,35.6075,28.6938,6.9137
1.4561,0.7215,0.1828,0.3578,0.4271,76.0198,75.8249,0.1949
-0.1725,-0.5115,0.1257,0.1387,0.4271,44.559,42.5495,2.0094
0.2997,0.9673,-0.076,-0.8344,0.4271,58.4213,55.9218,2.4994
1.4887,0.3118,0.3097,0.5306,0.4271,76.6017,73.7457,2.856
-0.0317,0.7082,0.2111,0.1681,0.4271,62.6788,58.6352,4.0437
0.421,-0.0022,-0.432,0.0528,0.4271,39.0317,49.7474,-10.7157
-0.9963,-1.042,-0.2961,0.1199,0.4271,34.4519,24.3815,10.0704
-0.47,-0.7201,0.4443,0.0896,0.4271,33.6553,39.1266,-5.4712
0.8881,1.3255,0.5862,0.0999,0.4271,75.6695,77.8421,-2.1726
0.2449,1.5818,0.072,-0.0184,0.4271,64.2148,69.0554,-4.8406
-0.0423,-1.0173,0.0259,-0.2835,0.4271,36.0871,34.5538,1.5333
-1.1234,-0.6123,-0.7954,-0.8946,0.4271,12.7507,16.9597,-4.209
0.0908,-1.39,0.5784,0.2581,-2.3842,6.9311,6.4053,0.5258
-0.7379,0.5862,0.3475,-0.5351,0.4271,46.3343,45.8572,0.4771
0.4781,1.1111,0.232,-0.3696,0.4271,63.6702,65.0505,-1.3803
-0.1965,-1.0164,0.3279,0.021,0.4271,41.2592,37.3522,3.907
0.1511,-0.6003,-0.552,-0.5691,0.4271,27.9809,34.8838,-6.9029
0.1755,1.1003,0.3385,1.2226,0.4271,68.3561,73.5733,-5.2172
-1.7218,-1.5353,0.1444,0.0057,-2.3842,-13.6439,-19.7416,6.0977
1.16,-1.0795,-0.0277,-0.5647,-2.3842,12.03,10.9691,1.061
-1.4896,0.2165,0.0028,-0.1135,0.4271,32.1172,33.9246,-1.8074
1.5508,0.827,0.7251,0.1025,0.4271,81.8924,80.4246,1.4678
0.1378,0.2287,0.2965,-0.0495,0.4271,52.9675,54.2041,-1.2366
1.1857,-0.0367,0.5275,0.1563,0.4271,61.638,65.653,-4.0149
0.2706,-1.0773,-0.1229,0.0183,0.4271,42.1595,38.1851,3.9744
-1.4967,-1.0458,-0.9581,-0.5817,0.4271,-5.9537,9.0087,-14.9623
0.5542,0.9886,0.39,-0.4087,0.4271,71.6932,65.4329,6.2603
-0.9548,0.6191,0.48,0.7223,0.4271,47.1106,53.6633,-6.5527
0.6741,1.0193,-0.0663,0.8191,0.4271,58.4716,72.0861,-13.6145
1.0419,-0.9619,0.2801,0.2275,-2.3842,21.3656,18.9011,2.4645
-0.2342,-0.3222,-0.2504,0.3148,0.4271,42.5491,42.3483,0.2008
-0.6798,-0.7865,0.6025,0.3434,0.4271,46.6748,39.1133,7.5615
-1.4092,-1.3206,0.6523,0.4201,-0.8474,15.0078,11.0679,3.9399
-0.4569,-0.584,0.1259,0.1279,0.4271,40.7066,38.6132,2.0934
0.6903,0.1442,0.2963,0.7521,0.4271,51.9223,64.742,-12.8197
-1.2352,-0.7107,0.1229,-0.9801,0.4271,16.565,21.1258,-4.5608
1.3331,1.0888,0.8096,0.3636,0.4271,93.6068,83.5003,10.1065
-0.3118,-0.8057,-0.1507,-0.0891,-1.1097,16.0406,15.7817,0.2589
1.4619,-0.6552,0.3505,0.6039,0.4271,72.6581,63.4083,9.2498
-0.013,0.5594,0.3204,0.2889,0.4271,53.3338,58.8421,-5.5082
0.2873,-0.8947,-0.5535,0.031,-2.3842,10.7103,3.7932,6.9172
-0.4113,-1.4229,-1.1606,0.2485,-2.3842,-15.1528,-12.7898,-2.3629
-1.4054,-0.8683,-0.6812,0.1627,0.4271,15.5664,19.2876,-3.7213
0.3615,0.4907,-0.4226,0.4401,0.4271,58.085,57.4171,0.6679
0.5205,0.2517,0.3682,0.0029,0.4271,60.4978,59.4778,1.02
-0.2457,-0.2487,-0.0424,-0.2374,0.4271,40.0153,40.8123,-0.7971
-0.9143,-0.2604,-1.0712,0.6448,0.4271,35.5023,31.7343,3.768
0.1513,-0.6024,-0.2304,-0.7181,0.4271,27.418,36.3014,-8.8834
-0.4073,-0.8832,-0.2774,0.0586,-2.3842,11.5034,-1.2032,12.7066
-1.4623,-1.1543,-0.6167,-0.6572,-0.8474,-6.8655,-4.8839,-1.9816
0.2199,-1.0875,-0.3746,0.1236,0.4271,27.5951,36.3234,-8.7283
0.775,-0.1158,-0.3115,1.1665,0.4271,57.3622,60.9304,-3.5683
0.7343,-0.59,0.3781,0.3005,-2.3842,18.457,21.0493,-2.5923
0.0243,-0.6583,-0.6177,0.2153,0.4271,32.9411,37.8205,-4.8794
-1.1434,-1.1538,0.6375,-0.2817,-2.3842,0.4121,-7.4589,7.871
-0.3968,0.328,0.0467,-0.4648,0.4271,47.1814,44.7833,2.398
0.889,0.6637,1.0021,0.3362,0.4271,80.5849,75.2531,5.3318
-0.0615,0.1472,0.4846,0.0392,-0.8474,41.7655,38.0733,3.6922
-0.2266,-1.5586,-0.5634,-0.616,0.4271,16.167,19.6481,-3.4811
1.4918,1.5147,-0.5557,0.8147,0.4271,81.0152,82.6216,-1.6064
-0.1341,-0.1474,-0.3272,0.113,0.4271,45.7582,43.3917,2.3664
0.9783,0.2089,0.9395,-0.7717,0.4271,60.4961,62.9118,-2.4158
0.1252,1.0773,-0.3136,-0.2872,0.4271,64.1578,57.2638,6.894
-0.7366,-0.7062,0.3626,-0.2508,0.4271,33.7627,33.431,0.3317
-0.9637,-1.0165,-0.2161,-0.1073,-2.3842,-11.2782,-9.3443,-1.9339
0.1878,0.1708,-0.347,-0.0705,0.4271,43.9897,48.9917,-5.002
-1.3374,-0.266,-0.8176,-0.774,-0.8474,-11.1584,4.0865,-15.2449
-0.4308,0.1765,0.2365,0.4756,0.4271,54.2557,50.7121,3.5436
1.1566,0.5578,-0.0799,0.2793,0.4271,61.2857,68.2079,-6.9222
-0.8673,-0.6158,0.1149,0.2287,0.4271,33.6102,34.4751,-0.8649
0.7646,0.6503,-1.033,-0.1295,0.4271,50.1792,54.8752,-4.696
-0.5612,0.1294,-0.6379,0.6015,0.4271,48.2592,42.9338,5.3254
-0.1098,-0.9522,0.0236,0.0676,0.4271,36.811,36.9856,-0.1747
0.3514,0.5642,0.554,0.1642,0.4271,68.0004,63.7305,4.2698
0.6937,-0.5551,0.087,-0.3601,0.4271,51.7527,47.5751,4.1775
1.2825,1.2538,0.6386,0.3311,0.4271,79.4354,83.2722,-3.8368
-1.8308,-0.9532,-2.4125,0.132,-2.3842,-28.7356,-33.158,4.4223
-0.7527,-1.1852,-0.1802,-0.3283,-0.8474,8.0943,8.0165,0.0778
-0.6526,-0.0959,-0.0018,-0.1553,0.4271,46.566,39.0541,7.5119
-0.7562,-1.5035,-1.4572,-0.145,0.4271,9.2292,10.9907,-1.7615
0.6257,1.1143,-0.1891,0.0511,0.4271,72.1654,66.3522,5.8132
-1.4409,-0.5923,-0.2788,-0.7088,0.4271,7.9647,19.048,-11.0833
0.9631,-0.0393,0.7023,0.6961,0.4271,68.3029,68.3366,-0.0336
0.6775,0.5988,-0.1284,0.3421,0.4271,56.7086,63.6001,-6.8915
-0.8394,-0.613,0.1701,0.1347,0.4271,49.6743,34.5767,15.0976
-0.8022,-1.3325,-1.3743,0.0717,-0.8474,3.1205,-0.5762,3.6967
-0.6691,-0.3275,-1.0934,-0.1633,0.4271,25.7642,27.8204,-2.0563
0.2416,0.678,-0.4548,0.3228,0.4271,60.4712,57.1747,3.2965
-0.406,-0.9468,0.1515,-0.5125,-2.3842,-4.1065,-2.5751,-1.5314
0.3944,0.564,0.0393,-0.252,-0.8474,48.4678,42.1956,6.2722
-0.3559,0.598,0.2918,0.196,0.4271,62.9232,54.7368,8.1864
0.5263,-1.1478,0.0069,-0.1828,-2.3842,9.3168,6.3331,2.9837
0.3724,0.7482,0.0141,0.6362,0.4271,67.8625,65.1524,2.71
0.2322,0.3719,0.0568,0.1608,0.4271,60.8035,56.443,4.3605
1.2081,-0.3649,-0.8334,0.5906,0.4271,67.7563,54.7513,13.0049
-1.4299,-0.9057,-0.6094,-0.6181,-0.8474,-4.7689,-1.4125,-3.3565
0.24,-0.0145,0.2875,-0.1747,0.4271,49.7077,51.6232,-1.9156
